index,name,address,city,postalCode,phone,mobile,business_page,logo
689,Jouharat Al Arab Refreshment,Khalidia St,"Abu Dhabi, UAE ",75256,+9702-6665141,+97None,https://www.yellowpages-uae.com/jouharat-al-arab-refreshment-124782.html,
690,Juice World,"Near Al Rigga MS, Al Rigga St, Deira","Dubai, UAE ",184934,+9704-2999465,+97None,https://www.yellowpages-uae.com/juice-world-175247.html,
691,Jumeira Falcon Cafeteria & Restaurant,"Al Baraka Masjid Bldg, Near Irani Hospital, Jumeirah 1","Dubai, UAE ",None,+9704-3455540,+97None,https://www.yellowpages-uae.com/jumeira-falcon-cafeteria-restaurant-146017.html,
692,Just Falafel,Hamdan St,"Abu Dhabi, UAE ",None,+9702-6262099,+97None,https://www.yellowpages-uae.com/just-falafel-145309.html,
693,K & K Restaurant,Ras Al Khor,"Dubai, UAE ",65892,+9704-2896785,+97None,https://www.yellowpages-uae.com/k-k-restaurant-152390.html,
694,Kabab Erbil Iraqi Restaurant,Al Rigga,"Dubai, UAE ",None,+9704-2691722,+97None,https://www.yellowpages-uae.com/kabab-erbil-iraqi-restaurant-175245.html,
695,Kabab House,"Near Dubai Hosp, Al Khaleej St, Deira","Dubai, UAE ",None,+9704-2699980,+97050-6756556,https://www.yellowpages-uae.com/kabab-house-175345.html,
696,Kabab Rolls,Khalidiya Mall,"Abu Dhabi, UAE ",None,+9702-6390089,+97None,https://www.yellowpages-uae.com/kabab-rolls-145310.html,
697,Kabab Rolls Al Barsha Restaurant LLC,"Shop 2, Barsha Business Square, Al Barsha 1","Dubai, UAE ",391143,+9704-3256166,+97050-5659389,https://www.yellowpages-uae.com/kabab-rolls-al-barsha-restaurant-llc-143416.html,
698,Kababi Restaurant,"Next to Emirates NBD, Opposite Dubai Zoo, Jumeirah Beach Road, Jumeirah 1","Dubai, UAE ",None,+9704-3435910,+97056-1556270,https://www.yellowpages-uae.com/al-barza-restaurant-and-cafe-175496.html,
699,Kababs & Kurries,"The Souk, Central Market","Abu Dhabi, UAE ",None,+9702-6882522,+97None,https://www.yellowpages-uae.com/kababs-kurries-175637.html,
700,Kabul Darbar Restaurant,"Naif Rd, Deira","Dubai, UAE ",None,+9704-2394445,+97052-8999191,https://www.yellowpages-uae.com/kabul-darbar-restaurant-175305.html,
701,Kaffa Beans,Dubai Silicon Oasis,"Dubai, UAE ",None,+9704-3312204,+97052-3876140,https://www.yellowpages-uae.com/kaffa-beans-175281.html,
702,Kairali Restaurant,"Al Rayan Hotel Bldg, Abubaker Al Siddiq St, Al Nakheel","Ajman, UAE ",4895,+9706-7457676,+97None,https://www.yellowpages-uae.com/kairali-restaurant-150832.html,
703,Kalispera Cafe,Defense Rd,"Abu Dhabi, UAE ",106854,+9702-6418283,+97None,https://www.yellowpages-uae.com/kalispera-cafe-131700.html,
704,Kamat,"Ground Level, Bay Avenue, Executive Towers G, Business Bay","Dubai, UAE ",28106,+9704-4535471,+97None,https://www.yellowpages-uae.com/kamat-104878.html,
705,Kanzaman Restaurant,Al Shindaga Heritage Village,"Dubai, UAE ",111488,+9704-3342243,+97None,https://www.yellowpages-uae.com/kanzaman-restaurant-127905.html,
706,Karachi Golden Restaurant & Cafeteria,Bhnd Hor Al Anz Park,"Dubai, UAE ",None,+9704-2689100,+97None,https://www.yellowpages-uae.com/karachi-golden-restaurant-cafeteria-147389.html,
707,Karachi Inn Restaurant LLC,None,"Dubai, UAE ",None,+9704-3598200,+97None,https://www.yellowpages-uae.com/karachi-inn-restaurant-llc-142826.html,
708,Karachi Restaurant,Al Qusais Indl Area 3,"Dubai, UAE ",6120,+9704-2673131,+97None,https://www.yellowpages-uae.com/karachi-restaurant-106477.html,
709,Karaikudi Aachi Restaurant & Sweets LLC,"Shop 1, Al Fahidi Souq, Bur Dubai","Dubai, UAE ",242927,+9704-3231346,+97055-1346057,https://www.yellowpages-uae.com/karaikudi-aachi-restaurant-sweets-llc-175294.html,
710,Karak Time Cafeteria,"Bhnd NMC Hosp, Al Nahda 2, Al Qusais","Dubai, UAE ",None,+9704-2588844,+97050-3000865,https://www.yellowpages-uae.com/karak-time-cafeteria-175244.html,
711,Kashmir Palace Restaurant,"Hamdan Colony, Karama","Dubai, UAE ",32765,+9704-3963086,+97None,https://www.yellowpages-uae.com/kashmir-palace-restaurant-126294.html,
712,Kashmir Restaurant,King Faisal R/A,"Sharjah, UAE ",5617,+9706-5335861,+97None,https://www.yellowpages-uae.com/kashmir-restaurant-133276.html,
713,Kayal Star Restaurant LLC,Al Qusais,"Dubai, UAE ",237876,+9704-2392891,+97None,https://www.yellowpages-uae.com/kayal-star-restaurant-llc-144639.html,
714,Kerala Castle Restaurant,"Near NMC Hosp, Amman Rd, Al Nahda 2","Dubai, UAE ",None,+9704-2390740,+97056-9705294,https://www.yellowpages-uae.com/kerala-castle-restaurant-175235.html,
715,Kerala Kitchen,"Between Sana Fashion & Lulu Hypermarket, Karama","Dubai, UAE ",None,+9704-3376406,+97None,https://www.yellowpages-uae.com/kerala-kitchen-143415.html,
716,Kerala Palace Restaurant,"Near Macro S/Market, J & P R/A, Cricket Stadium Rd","Sharjah, UAE ",150020,+9706-5433220,+97None,https://www.yellowpages-uae.com/kerala-palace-restaurant-132433.html,
717,Khairat Al Madinah Restaurant,"Bhnd Citymax, Abu Shagara","Sharjah, UAE ",None,+9706-5500095,+97055-4700188,https://www.yellowpages-uae.com/khairat-al-madinah-restaurant-175359.html,
718,Khalfan Al Jalaf Restaurant,"Al Shaab Colony, Deira","Dubai, UAE ",1453,+9704-2626792,+97None,https://www.yellowpages-uae.com/khalfan-al-jalaf-restaurant-111935.html,
719,Khan's Dastarkhwan,Al Qusais,"Dubai, UAE ",None,+9704-2585900,+97None,https://www.yellowpages-uae.com/khan-s-dastarkhwan-144640.html,
720,Khanji Restaurant,"Behind Al Masah Crystal, Al Wahda Road, Abu Shagara","Sharjah, UAE ",None,+9706-5770177,+97056-1672353,https://www.yellowpages-uae.com/khanji-restaurant-175592.html,
721,Khater Mirch Masala Restaurant LLC,Karama,"Dubai, UAE ",114545,+9704-3344334,+97None,https://www.yellowpages-uae.com/khater-mirch-masala-restaurant-llc-120924.html,
722,Khazana,"Bhnd American Hospital, Oud Metha Rd","Dubai, UAE ",25579,+9704-3360061,+97None,https://www.yellowpages-uae.com/khazana-130529.html,
723,Khebz and Meleh Restaurent,Tawwon,"Sharjah, UAE ",None,+9706-5255262,+97056-7173371,https://www.yellowpages-uae.com/khebz-and-meleh-restaurent-170551.html,
724,Khoory Kabab Restaurant,"Near Al Manar Hotel, Behind Abjar Grand Hotel, Abu Hail","Dubai, UAE ",None,+9704-2666322,+97050-9438787,https://www.yellowpages-uae.com/khoory-kabab-restaurant-175598.html,
725,King Chef Restaurant,"Near Al Shirawi Ent, Noor Islamic Metro Station, Al Quoz","Dubai, UAE ",None,+9704-3466262,+97None,https://www.yellowpages-uae.com/king-chef-restaurant-146539.html,
726,King Karak Cafe,"Behind Honda Showroom, Electra Street","Abu Dhabi, UAE ",None,+9702-6674752,+97058-2825149,https://www.yellowpages-uae.com/king-karak-cafe-175495.html,
727,King Mindi,Airport Rd,"Abu Dhabi, UAE ",None,+9702-6437723,+97None,https://www.yellowpages-uae.com/king-mindi-145487.html,
728,Kisaku,"Al Khaleej Palace Hotel, Near Etisalat Bldg, Al Maktoum Rd","Dubai, UAE ",3720,+9704-223100,+97None,https://www.yellowpages-uae.com/kisaku-62642.html,
729,Kobe Sizzlers,"Office 2, The Code Building, Sheikh Khalifa Bin Zayed Street, Opposite Burjuman","Dubai, UAE ",554509,+9704-2555816,+97050-9153243,https://www.yellowpages-uae.com/kobe-sizzlers-178713.html,
730,Kohat Restaurant LLC,Muroor Rd,"Abu Dhabi, UAE ",26952,+9702-4485502,+97None,https://www.yellowpages-uae.com/kohat-restaurant-llc-131732.html,
731,Koi Japanese Restaurant,"The Collection, Saadiyat Island","Abu Dhabi, UAE ",None,+9702-6783334,+97None,https://www.yellowpages-uae.com/koi-japanese-restaurant-175704.html,
732,Kolkata Rolls N' Kababs,"G Flr, Block L, Opp Parking Area, Karama Souq","Dubai, UAE ",81445,+9704-3796667,+97None,https://www.yellowpages-uae.com/kolkata-rolls-n-kababs-145665.html,
733,Komedor Restaurant LLC,"Shop 1, Lahej Building, Karama","Dubai, UAE ",None,+9704-3940007,+97052-1334377,https://www.yellowpages-uae.com/komedor-restaurant-llc-175277.html,
734,Konkans Restaurant LLC,"Behind Sultan Bakeries, Najda Street","Abu Dhabi, UAE ",51887,+9702-6760588,+97None,https://www.yellowpages-uae.com/konkans-restaurant-llc-175571.html,
735,Kosebasi,"JBR, JBR","Dubai, UAE ",None,+9704-4393788,+97None,https://www.yellowpages-uae.com/kosebasi-102812.html,
736,Kozhikode Star Restaurant LLC,Deira,"Dubai, UAE ",None,+9704-2224650,+97050-7020287,https://www.yellowpages-uae.com/kozhikode-star-restaurant-llc-175279.html,
737,Krispy Kreme Doughnuts,None,"Sharjah, UAE ",None,+97600-525556,+97None,https://www.yellowpages-uae.com/krispy-kreme-doughnuts-147204.html,
738,Kulcha King,"Meena Bazar, Bur Dubai","Dubai, UAE ",None,+97800 585242,+97None,https://www.yellowpages-uae.com/kulcha-king-175329.html,
739,Kumarakom Restaurant,"Al Mansour Bldg, Near Dubai Residential Oasis, Al Qusais","Dubai, UAE ",None,+9704-2205858,+97None,https://www.yellowpages-uae.com/kumarakom-restaurant-68488.html,
740,Kuwaiti Restaurant,Dibba Al Hassan,"Fujairah, UAE ",12068,+9709-2443599,+97None,https://www.yellowpages-uae.com/kuwaiti-restaurant-122077.html,
741,La Brioche,Marina Mall,"Abu Dhabi, UAE ",None,+9702-6815531,+97None,https://www.yellowpages-uae.com/la-brioche-145583.html,
742,La Fontana Cafe,Hamdan St,"Abu Dhabi, UAE ",47838,+9702-6779500,+97None,https://www.yellowpages-uae.com/la-fontana-cafe-121306.html,
743,La Mamma,Sheraton. Al Markaziyah,"Abu Dhabi, UAE ",None,+9702-6970238,+97None,https://www.yellowpages-uae.com/la-mamma-175705.html,
744,La Parilla,Jumeirah Beach Hotel,"Dubai, UAE ",None,+9704-3480000,+97None,https://www.yellowpages-uae.com/la-parilla-67725.html,
745,La Piazza/Coffee Shop - Sands Hotel,"Near Emirates Gen Market, Electra St","Abu Dhabi, UAE ",32430,+9702-6335335,+97None,https://www.yellowpages-uae.com/la-piazza-coffee-shop-sands-hotel-111921.html,
746,La Rosa Restaurant and Cafe,"Al Zarooni Building, Near Al Rigga Metro Station, Al Rigga","Dubai, UAE ",1164,+9704-2278483,+97056-6901680,https://www.yellowpages-uae.com/la-rosa-restaurant-and-cafe-175233.html,
747,Labour Power Restaurant,"Near Grand Mini Mall, Jebel Ali Indl Area 2","Jebel Ali, UAE ",None,+9704-8804993,+97None,https://www.yellowpages-uae.com/labour-power-restaurant-102817.html,
748,Lafayette Gourmet,The Dubai Mall,"Dubai, UAE ",None,+9704-3399933,+97None,https://www.yellowpages-uae.com/lafayette-gourmet-67410.html,
749,Laffah Restaurant,Qasba,"Sharjah, UAE ",None,+9706-5569877,+97055-1493022,https://www.yellowpages-uae.com/laffah-restaurant-175297.html,
750,Lahori Darbar Restaurant,Al Quoz Industrial Area 2,"Dubai, UAE ",393878,+9704-3412125,+97055-9787855,https://www.yellowpages-uae.com/lahori-darbar-restaurant-175600.html,
751,Lahori Pakwan Restaurant,"Opp Al Baraha Mobile Market, Deira","Dubai, UAE ",None,+9704-2727065,+97None,https://www.yellowpages-uae.com/lahori-pakwan-restaurant-175278.html,
752,Laibense Cafe,"Al Rigga Rd, Deira","Dubai, UAE ",183721,+9704-2943278,+97None,https://www.yellowpages-uae.com/laibense-cafe-175331.html,
753,Lamagon Restaurants And Sweets,Mamzar,"Dubai, UAE ",None,+9704-2525252,+97None,https://www.yellowpages-uae.com/lamagon-restaurants-and-sweets-175267.html,
754,Lanah Restaurant & Café LLC,Sh Zayed Rd,"Dubai, UAE ",None,+9704-3250046,+97None,https://www.yellowpages-uae.com/lanah-restaurant-café-llc-144666.html,
755,Landmark Restaurant,"Malmas Al Madeena H/M Bldg, Near Parco, Jebel Ali Indl Area 2","Jebel Ali, UAE ",None,+9704-8840430,+97None,https://www.yellowpages-uae.com/landmark-restaurant-102818.html,
756,Layali,Tilal Liwa Hotel,"Abu Dhabi, UAE ",None,+9702-8946111,+97None,https://www.yellowpages-uae.com/layali-143722.html,
757,Layali Al Shaam Restaurant,TCA,"Abu Dhabi, UAE ",None,+9702-6741337,+97None,https://www.yellowpages-uae.com/layali-al-shaam-restaurant-145509.html,
758,Layaly Iskandaria,"Opp Baby Shop, Al Qassimia St","Sharjah, UAE ",68573,+9706-5663610,+97None,https://www.yellowpages-uae.com/layaly-iskandaria-148169.html,
759,Lazeez Indian Cuisine,Hamdan Bin Mohamed Street,"Abu Dhabi, UAE ",109189,+9702-6777070,+97None,https://www.yellowpages-uae.com/lazeez-indian-cuisine-175508.html,
760,Le Beaujolais,Hamdan Street,"Abu Dhabi, UAE ",None,+9702-6333555,+97None,https://www.yellowpages-uae.com/le-beaujolais-175655.html,
761,Lebanese Mill Restaurant,Passport Road,"Abu Dhabi, UAE ",None,+9702-6419996,+97None,https://www.yellowpages-uae.com/lebanese-mill-restaurant-175524.html,
762,Lebanese Roaster,"G Flr, Al Futtaim Bldg, Opp Deira Water Tank, Deira","Dubai, UAE ",None,+9704-2285905,+97None,https://www.yellowpages-uae.com/lebanese-roaster-105716.html,
763,Leila Restaurant,Mirdif City Centre,"Dubai, UAE ",None,+97056-1880045,+97None,https://www.yellowpages-uae.com/leila-restaurant-175763.html,
764,Lemongrass,Mushrif Mall,"Abu Dhabi, UAE ",None,+9702-6500205,+97None,https://www.yellowpages-uae.com/lemongrass-147964.html,
765,Leopolds Of London,Maryah Island,"Abu Dhabi, UAE ",None,+9702-6654776,+97None,https://www.yellowpages-uae.com/leopolds-of-london-175656.html,
766,Li Beirut,"Jumeirah Al Etihad Towers, Al Khubeirah","Abu Dhabi, UAE ",None,+9702-8115555,+97None,https://www.yellowpages-uae.com/li-beirut-175706.html,
767,Li Jiang,"Ritz Carlton, Khor Al Maqta","Abu Dhabi, UAE ",None,+9702-8188282,+97None,https://www.yellowpages-uae.com/li-jiang-175707.html,
768,Lifestyle Family Restaurant,"Al Ahli House - 4, Qusais","Dubai, UAE ",None,+9704-2589940,+97None,https://www.yellowpages-uae.com/lifestyle-family-restaurant-143558.html,
769,Light Food Retaurant And Cafeteria,"Near New Burjuman Centre, Bhnd Iranian School, Karama","Dubai, UAE ",None,+9704-3963562,+97055-6226125,https://www.yellowpages-uae.com/light-food-retaurant-and-cafeteria-175265.html,
770,Light Star Cafeteria,"Near Palm Beach Hotel, Bur Dubai","Dubai, UAE ",None,+9704-3554121,+97055-3352290,https://www.yellowpages-uae.com/light-star-cafeteria-175310.html,
771,Little Manila Restaurant,None,"Dubai, UAE ",None,+97800 626452,+97None,https://www.yellowpages-uae.com/little-manila-restaurant-175339.html,
772,Lolas Best Restaurant,Jafliya,"Dubai, UAE ",None,+9704-3989193,+97None,https://www.yellowpages-uae.com/lolas-best-restaurant-147779.html,
773,London Fish & Chips,Mirdif City Centre,"Dubai, UAE ",None,+97800 566366,+97None,https://www.yellowpages-uae.com/london-fish-chips-175357.html,
774,Lubna Restaurant,"Bhnd National Bank Of Dubai, Near Astoria, Meena Bazar, Bur Dubai","Dubai, UAE ",45595,+9704-3550498,+97055-3274228,https://www.yellowpages-uae.com/lubna-restaurant-175293.html,
775,Luciano,Dubai Marina,"Dubai, UAE ",None,+9704-3995000,+97None,https://www.yellowpages-uae.com/luciano-67732.html,
776,Luna Restaurant and Coffee Shop,Madhab Area,"Fujairah, UAE ",206,+9709-2233800,+97None,https://www.yellowpages-uae.com/luna-restaurant-and-coffee-shop-133648.html,
777,Lyari Darbar Restaurant,"Al Amal Building, Opp Old Labour Office, Near Mamzar Centre, Abu Hail","Dubai, UAE ",None,+9704-2667767,+97050-1818177,https://www.yellowpages-uae.com/lyari-darbar-restaurant-175300.html,
778,Madeena Restaurant,Mussafah,"Abu Dhabi, UAE ",8586,+9702-5553727,+97None,https://www.yellowpages-uae.com/madeena-restaurant-113875.html,
779,Madeenat Haridwar Restaurant LLC,"Near Mobaila Roundabout, Qassimiya Street, Yarmook","Sharjah, UAE ",None,+9706-5542929,+97None,https://www.yellowpages-uae.com/madeenat-haridwar-restaurant-llc-175593.html,
780,Madina Flowers Restaurant,"Between Lal's S/Market & Iranian Hospital, Satwa","Dubai, UAE ",23118,+9704-3497126,+97None,https://www.yellowpages-uae.com/madina-flowers-restaurant-140099.html,
781,Madina Islamabad Restaurant,Abu Shagara,"Sharjah, UAE ",None,+9706-5598846,+97055-7807047,https://www.yellowpages-uae.com/madina-islamabad-restaurant-175368.html,
782,Madinat Salwa Restaurant,"Opp Zulekha Hospital, Al Butina","Sharjah, UAE ",None,+9706-5212042,+97None,https://www.yellowpages-uae.com/madinat-salwa-restaurant-146790.html,
783,Madras Star Vegetarian Restaurant,Deira,"Dubai, UAE ",None,+9704-2660043,+97None,https://www.yellowpages-uae.com/madras-star-vegetarian-restaurant-107190.html,
784,Madras Vegetarian Restaurant LLC,"Near Abu Hail Metro Station, Deira","Dubai, UAE ",None,+9704-2691147,+97None,https://www.yellowpages-uae.com/madras-vegetarian-restaurant-llc-105432.html,
785,Madurai Restaurant LLC,Hamdan St,"Abu Dhabi, UAE ",127473,+9702-6724257,+97None,https://www.yellowpages-uae.com/madurai-restaurant-llc-141969.html,
786,Magic Fork Restaurant,Karama,"Dubai, UAE ",50253,+9704-3972424,+97None,https://www.yellowpages-uae.com/magic-fork-restaurant-141982.html,
787,Maharaja Palace,Muroor Rd,"Abu Dhabi, UAE ",None,+9702-6429888,+97None,https://www.yellowpages-uae.com/maharaja-palace-145339.html,
788,Maharath Cafeteria,"Bhnd Mubarak Centre, Near Al Zarka Hotel, Al Nabba St","Sharjah, UAE ",None,+9706-5636774,+97None,https://www.yellowpages-uae.com/maharath-cafeteria-148304.html,
789,Mahe Restaurant,"Bhnd Naif Park, Naif Rd, Deira","Dubai, UAE ",4751,+9704-2213623,+97None,https://www.yellowpages-uae.com/mahe-restaurant-113624.html,
790,Mahesh Restaurant,Karama,"Dubai, UAE ",None,+9704-3968087,+97None,https://www.yellowpages-uae.com/mahesh-restaurant-175764.html,
791,Mahroof Restaurant,Khalifa St,"Abu Dhabi, UAE ",25708,+9702-6275947,+97None,https://www.yellowpages-uae.com/mahroof-restaurant-121016.html,
792,Majlis Pakistan Restaurant LLC,Opp Gold Center,"Sharjah, UAE ",None,+9706-5669347,+97None,https://www.yellowpages-uae.com/majlis-pakistan-restaurant-llc-151048.html,
793,Malabar Chef Restaurant,"Behind NDC, Salam Street","Abu Dhabi, UAE ",None,+9702-6747220,+97056-9252086,https://www.yellowpages-uae.com/malabar-chef-restaurant-175520.html,
794,Malabar Restaurant,"Opp Malabar Super Market, Deira","Dubai, UAE ",None,+9704-2239510,+9704-2239511,https://www.yellowpages-uae.com/malabar-restaurant-175215.html,
795,Malanaad Restaurant,"Bhnd SHJ Coop, Abu Shagara","Sharjah, UAE ",None,+9706-5740001,+97054-4008841,https://www.yellowpages-uae.com/malanaad-restaurant-175361.html,
796,Mamma Italia Restaurant,Jumeira Beach Road,"Dubai, UAE ",None,+9704-3380872,+97050-1182464,https://www.yellowpages-uae.com/mamma-italia-restaurant-175539.html,
797,Mandi Plov Restaurant,"Shop 20, W 09 Building, Russia Cluster, International City","Dubai, UAE ",None,+9704-4211827,+97050-5152533,https://www.yellowpages-uae.com/mandi-plov-restaurant-174449.html,
798,Manishaz Kitchen,Abu Shagara,"Sharjah, UAE ",None,+9706-5632215,+97None,https://www.yellowpages-uae.com/manishaz-kitchen-175259.html,
799,Mannaland Restaurant,Satwa,"Dubai, UAE ",None,+9704-3451300,+97None,https://www.yellowpages-uae.com/mannaland-restaurant-175765.html,
800,Manvaar Restaurant LLC,None,"Dubai, UAE ",49936,+9704-3368332,+97None,https://www.yellowpages-uae.com/manvaar-restaurant-llc-141349.html,
801,Marakesh,"Millenium Hotel Abu Dhabi, Khalifa St.","Abu Dhabi, UAE ",None,+9702-6146000,+97None,https://www.yellowpages-uae.com/marakesh-101137.html,
802,Marco Pierre White Steakhouse & Grill,Farimont Bab Al Bahr,"Abu Dhabi, UAE ",None,+9702-6543333,+97None,https://www.yellowpages-uae.com/marco-pierre-white-steakhouse-grill-175737.html,
803,Mareb Mandi Restaurant,Al Garhoud,"Dubai, UAE ",None,+9704-2955590,+97None,https://www.yellowpages-uae.com/mareb-mandi-restaurant-175553.html,
804,Maria Bonita Taco Shop & Grill,Jumeirah,"Dubai, UAE ",None,+9704-3955576,+97None,https://www.yellowpages-uae.com/maria-bonita-taco-shop-grill-175766.html,
805,Marina Al Bateen Resort,Corniche,"Abu Dhabi, UAE ",44044,+9702-6651516,+97None,https://www.yellowpages-uae.com/marina-al-bateen-resort-133846.html,
806,Market Kitchen,"Le Royal Meridian, Al Markaziyah","Abu Dhabi, UAE ",None,+9702-6742020,+97None,https://www.yellowpages-uae.com/market-kitchen-175708.html,
807,Marwan Murad Restaurant,Jumeirah Beach Rd,"Dubai, UAE ",50156,+9704-3453419,+97None,https://www.yellowpages-uae.com/marwan-murad-restaurant-138093.html,
808,Masco Group,Deira,"Dubai, UAE ",233891,+9704-2943533,+97None,https://www.yellowpages-uae.com/masco-group-161565.html,
809,Mashhad Restaurant,Qusais,"Dubai, UAE ",1492,+9704-2671445,+97None,https://www.yellowpages-uae.com/mashhad-restaurant-175322.html,
810,Massaad BBQ,"City Tower 2, Shk Zayed Road","Dubai, UAE ",None,+9704-3589776,+97None,https://www.yellowpages-uae.com/massaad-bbq-175565.html,
811,Mawal Restaurants Management LLC,Hamdan St,"Abu Dhabi, UAE ",34836,+9702-6721999,+97None,https://www.yellowpages-uae.com/mawal-restaurants-management-llc-138524.html,
812,Mawaweel Restaurant,None,"Abu Dhabi, UAE ",93576,+9702-6391333,+97None,https://www.yellowpages-uae.com/mawaweel-restaurant-145341.html,
813,Mawlana Turkish Restaurant,Deira,"Dubai, UAE ",294912,+9704-2956868,+97None,https://www.yellowpages-uae.com/mawlana-turkish-restaurant-157886.html,
814,Maxine Cafe Restaurants,"Jumeirah Road, Street 51, Jumeirah 1","Dubai, UAE ",None,+9704-3496020,+97800 629463,https://www.yellowpages-uae.com/maxine-cafe-restaurants-175560.html,
815,Mazaree Al Sham Barbecue,"Beach Road, Umm Suqeim 2","Dubai, UAE ",None,+9704-3883446,+97050-4638887,https://www.yellowpages-uae.com/mazaree-al-sham-barbecue-175554.html,
816,McDonalds,Dubai Festival City Business Bay Crossing ,"Dubai, UAE ",24119,+9704-2329445,+97None,https://www.yellowpages-uae.com/mcdonalds-160036.html,
817,Meenatshi Chettinadu Restaurant LLC,Al Quoz,"Dubai, UAE ",34722,+9704-3403345,+97None,https://www.yellowpages-uae.com/meenatshi-chettinadu-restaurant-llc-129667.html,
818,Meeting Point Cafeteria LLC,"Near Shindaga City Centre, Al Ghubaiba Rd, Opp Etisalat, Bur Dubai","Dubai, UAE ",None,+9704-3543701,+97055-5146916,https://www.yellowpages-uae.com/meeting-point-cafeteria-llc-175304.html,
819,Meknaz Restaurant,None,"Abu Dhabi, UAE ",None,+9702-6778813,+97None,https://www.yellowpages-uae.com/meknaz-restaurant-145342.html,
820,Memsaab Restaurant,JLT,"Dubai, UAE ",None,+9704-4429816,+97None,https://www.yellowpages-uae.com/memsaab-restaurant-175767.html,
821,Meshmesh Pizzeria,None,"Abu Dhabi, UAE ",None,+9702-6765478,+97None,https://www.yellowpages-uae.com/meshmesh-pizzeria-175499.html,
822,Mezbaan Hyderabad Restaurant,Bur Dubai,"Dubai, UAE ",45076,+9704-3517863,+97None,https://www.yellowpages-uae.com/mezbaan-hyderabad-restaurant-106308.html,
823,Mezlai,"Emirates Palace Hotel, Ras Al Akhdar","Abu Dhabi, UAE ",None,+9702-6909000,+97None,https://www.yellowpages-uae.com/mezlai-175710.html,
824,Mezzaluna,"Emirates Palace, Al Ras Al Akhdar","Abu Dhabi, UAE ",None,+9702-6907999,+97None,https://www.yellowpages-uae.com/mezzaluna-175738.html,
825,Mini Chinese Restaurant,"Al Diyafa St, Satwa","Dubai, UAE ",1038,+9704-3459976,+97None,https://www.yellowpages-uae.com/mini-chinese-restaurant-105465.html,
826,Mini Punjab Restaurant,"Bhnd Natl Bank of Dubai, Al Fahidi St, Bur Dubai","Dubai, UAE ",184341,+9704-3515436,+97None,https://www.yellowpages-uae.com/mini-punjab-restaurant-135912.html,
827,Mint and Olive Restaurant,Discovery Gardens,"Dubai, UAE ",487497,+9704-4409844,+97None,https://www.yellowpages-uae.com/mint-and-olive-restaurant-147253.html,
828,Mir Amin Lebanese Cuisine,Jumeirah,"Dubai, UAE ",500069,+9704-3449921,+97None,https://www.yellowpages-uae.com/mir-amin-lebanese-cuisine-132668.html,
829,Mobeen Restaurant,"Hatta Rd, Aweer","Dubai, UAE ",60680,+9704-2870393,+97None,https://www.yellowpages-uae.com/mobeen-restaurant-120111.html,
830,Modern Food Care Restaurant LLC,Khalidiya,"Abu Dhabi, UAE ",None,+9702-6395544,+97None,https://www.yellowpages-uae.com/modern-food-care-restaurant-llc-147965.html,
831,Modern Restaurant,"New West Accommodation Area, Jafza","Dubai, UAE ",None,+9704-8838822,+97None,https://www.yellowpages-uae.com/modern-restaurant-148354.html,
832,Mohini Restaurant,None,"Abu Dhabi, UAE ",None,+9702-6760240,+97055-6892343,https://www.yellowpages-uae.com/mohini-restaurant-175517.html,
833,Momento Cafe Restaurant and Catering,Abu Dhabi Mall,"Abu Dhabi, UAE ",52203,+9702-6760444,+97None,https://www.yellowpages-uae.com/momento-cafe-restaurant-and-catering-108152.html,
834,Momos Magic,"Level 3, Oasis Centre","Dubai, UAE ",None,+97055-8028677,+97None,https://www.yellowpages-uae.com/momos-magic-175564.html,
835,Mono Restaurant & Cafe,None,"Abu Dhabi, UAE ",None,+9702-6416655,+97None,https://www.yellowpages-uae.com/mono-restaurant-cafe-147220.html,
836,Moonlight Restaurant,"Opp Islamic Bank, Mumtazar Rd","Ras Al Khaimah, UAE ",5748,+9707-2282336,+97None,https://www.yellowpages-uae.com/moonlight-restaurant-113514.html,
837,Moshi,Al Barsha 1,"Dubai, UAE ",None,+9704-3999650,+97800 66744,https://www.yellowpages-uae.com/moshi-175354.html,
838,Moti Mahal Delux Restaurant,None,"Abu Dhabi, UAE ",None,+9702-6742121,+97None,https://www.yellowpages-uae.com/moti-mahal-delux-restaurant-146540.html,
839,Moulay Youssef Restaurant,Jumeirah,"Dubai, UAE ",None,+9704-3282285,+97None,https://www.yellowpages-uae.com/moulay-youssef-restaurant-148310.html,
840,Moylos Burgers,"Near Sunset Mall, Jumeirah Beach Road","Dubai, UAE ",None,+9704-3883140,+97None,https://www.yellowpages-uae.com/moylos-burgers-175555.html,
841,Mr Shawerma Restaurant,Abu Hail,"Dubai, UAE ",None,+9704-2626900,+97055-4451171,https://www.yellowpages-uae.com/mr-shawerma-restaurant-175307.html,
842,Mubarak Salem Saeed Restaurant,Hor Al Anz,"Dubai, UAE ",11204,+9704-2667982,+97None,https://www.yellowpages-uae.com/mubarak-salem-saeed-restaurant-116697.html,
843,Mugg & Bean,Abu Dhabi Mall,"Abu Dhabi, UAE ",None,+9702-6454232,+97None,https://www.yellowpages-uae.com/mugg-bean-145700.html,
844,Mughal Darbar Restaurant LLC,"Hamsah Building, Near Ansar Galler, Karama","Dubai, UAE ",None,+9704-3795677,+97None,https://www.yellowpages-uae.com/mughal-darbar-restaurant-llc-175268.html,
